Value;Температура выпускных газов на выходе из цилиндра
2908.0;407.6067412552417
2909.0;408.8850025491896
2910.0;405.91774503226304
2911.0;409.6294847072845
2912.0;404.68125433028627
2913.0;407.1658127790536
2914.0;300.62482672385636
2915.0;509.3005686884259
2916.0;409.50632089993627
2917.0;406.27954174392494
2918.0;407.27525005271
2919.0;402.9530511472765
2920.0;401.06035031551767
2921.0;401.90078628266673
2922.0;406.3497984193172
2923.0;300.8363507317126
2924.0;301.12011594089927
2925.0;403.34755875784623
2926.0;405.2530188803173
2927.0;403.759170115746
2928.0;402.2450329230432
2929.0;405.1028790237575
2930.0;409.11695031991957
2931.0;402.9839620183428
2932.0;400.6253734766516
2933.0;401.84557960573625
2934.0;298.68249624371225
2935.0;509.9856460378121
2936.0;405.03921545344417
2937.0;512.0941629025531
2938.0;400.719602305057
2939.0;408.49327575588944
2940.0;403.0701101093282
2941.0;409.538232943949
2942.0;400.9648929386528
2943.0;409.005528391405
2944.0;512.078834309619
2945.0;407.0819804135291
2946.0;404.6328255268223
2947.0;406.6723547192813
2948.0;401.9187078897154
2949.0;407.61869478966076
2950.0;405.66423674579215
2951.0;403.96435215091316
2952.0;400.3546674874664
2953.0;407.15511311887
2954.0;305.37701429916984
2955.0;405.41897227702844
2956.0;401.04587154750226
2957.0;408.4022607544537
2958.0;408.51527806084795
2959.0;408.76800327897183
2960.0;302.57396457901956
2961.0;508.5204160105498
2962.0;409.74123467084104
2963.0;400.54511521897734
2964.0;305.193865615589
2965.0;511.1308596021474
2966.0;404.5064904476515
2967.0;409.783346959612
2968.0;406.0208033836381
2969.0;304.84454912629315
2970.0;400.6164675665111
2971.0;408.87441353502754
2972.0;403.39304138824144
2973.0;401.4154696539234
2974.0;507.5412726350636
2975.0;509.36032701657217
2976.0;298.57223611550586
2977.0;409.31776499023175
2978.0;405.97122551797617
2979.0;401.5445617909073
2980.0;511.2630832442852
2981.0;408.40012540484514
2982.0;402.61551214350305
2983.0;404.56223754671896
2984.0;503.3480942246352
2985.0;408.05416731418353
2986.0;409.28319616786615
2987.0;402.7823602731936
2988.0;402.16937711153355
2989.0;509.8870038419267
2990.0;401.013096592601
2991.0;301.9057068709027
2992.0;404.5993288576328
2993.0;504.5585351699497
2994.0;305.4582391724539
2995.0;400.7701187831286
2996.0;403.92092825450186
2997.0;508.7758729702187
2998.0;402.41439625711183
2999.0;405.368946328651
3000.0;408.5381615227318
3001.0;409.0290514140721
3002.0;409.7844993234503
3003.0;401.79534500175487
3004.0;401.0649793973189
3005.0;508.00927081451397
3006.0;404.5240973900751
3007.0;406.3121751302364
3008.0;408.16792559587395
3009.0;404.7836364909293
3010.0;405.54496356488926
3011.0;409.1261329617549
3012.0;406.1612268620806
3013.0;300.6857890758057
3014.0;401.94570885334116
3015.0;405.46730690932617
3016.0;502.62965881626525
3017.0;406.0977015730145
3018.0;509.95578805322015
3019.0;302.100630998036
3020.0;407.5084817758663
3021.0;408.73244680551267
3022.0;298.9328649802777
3023.0;409.07654737523774
3024.0;405.1001450733223
3025.0;406.9944697745157
3026.0;400.66917672058645
3027.0;407.39360792332457
3028.0;405.1247722786115
3029.0;304.0638669188887
3030.0;408.04647073216904
3031.0;507.771637791097
3032.0;405.9236911512995
3033.0;509.0091423138446
3034.0;403.7149310991335
3035.0;402.6185899727786
3036.0;406.85006877664614
3037.0;401.31231967783674
3038.0;510.23134312319314
3039.0;507.82987353600953
3040.0;299.7369289489544
3041.0;403.74779802050307
3042.0;409.7532894515883
3043.0;301.8356619776959
3044.0;299.328243507955
3045.0;407.72471462431565
3046.0;404.5472056188869
3047.0;401.5536318432559
3048.0;409.3941683653251
3049.0;407.49546231824036
3050.0;299.29503059482676
3051.0;409.7866587377362
3052.0;402.91710162549856
3053.0;402.337184223644
3054.0;402.0857265066352
3055.0;405.3600060823915
3056.0;408.09979108076686
3057.0;301.0486953215988
3058.0;507.9493102486049
3059.0;510.588279833385
3060.0;404.16330962722765
3061.0;408.191344395338
3062.0;404.63967119268835
3063.0;401.2280889219832
3064.0;401.06320294540797
3065.0;400.8039312354431
3066.0;402.32765159491925
3067.0;400.21246714234644
3068.0;409.7360637896638
3069.0;406.41151537958393
3070.0;407.2501497387247
3071.0;403.38114402056704
3072.0;405.374845116773
3073.0;405.3021952361639
3074.0;406.2770565266764
3075.0;403.26990702133384
3076.0;407.9812454835953
3077.0;300.08353020302883
3078.0;405.8291146606476
3079.0;504.7690116237418
3080.0;509.4945703672555
3081.0;408.6627346982331
3082.0;401.31559505750437
3083.0;406.75922691906703
3084.0;407.77834647982127
3085.0;407.6386719551668
3086.0;304.1294459014274
3087.0;406.4895259328354
3088.0;401.9207207800434
3089.0;408.2262377891762
3090.0;409.2644126205553
3091.0;408.915009227446
3092.0;408.3208879377234
3093.0;401.22973374869
3094.0;409.35185357604604
3095.0;408.54229909375334
3096.0;512.2872658004796
3097.0;400.6347468101261
3098.0;400.01147973938055
3099.0;404.3507892632425
3100.0;400.9683283875742
3101.0;406.9099310869059
3102.0;404.3523282686986
3103.0;504.411158560694
3104.0;408.4838181954791
3105.0;505.1949697332494
3106.0;405.24871580365846
3107.0;403.7875444452267
3108.0;400.4262191553502
3109.0;300.52047403974274
3110.0;401.9545636782369
3111.0;409.29268753155293
3112.0;408.22024877690336
3113.0;510.49971618349383
3114.0;406.07210208000015
3115.0;405.1520458378758
3116.0;401.4450703903126
3117.0;408.6663365400779
3118.0;505.18239357305947
3119.0;406.52343477360273
3120.0;401.1339283177509
3121.0;406.9261866248353
3122.0;408.33567273934636
3123.0;406.8174599758867
3124.0;406.523190252711
3125.0;403.72015437289656
3126.0;407.67297132096274
3127.0;407.77267124160477
3128.0;402.20375542602596
3129.0;408.2629605035256
3130.0;512.300463065121
3131.0;400.09792287056695
3132.0;407.0433201459329
3133.0;404.6145027007107
3134.0;406.98850088090217
3135.0;406.58510498665794
3136.0;406.12326249166745
3137.0;512.4655912861458
3138.0;300.09436907942177
3139.0;402.459447517093
3140.0;506.6619150972099
3141.0;406.87202239496656
3142.0;407.4171323114071
3143.0;405.03438907154845
3144.0;507.86154894503835
3145.0;407.1541843862372
3146.0;401.4221455470919
3147.0;406.5529742181675
3148.0;502.9079028028277
3149.0;404.8494074770802
3150.0;409.75081821770607
3151.0;406.6675541605692
3152.0;509.59414875223763
3153.0;404.0150433983589
3154.0;409.8988260409085
3155.0;408.1907437659437
3156.0;503.86807202846734
3157.0;400.54000166023616
3158.0;404.8419754320348
3159.0;300.30813448877376
3160.0;404.2999483809322
3161.0;408.671839065147
3162.0;403.6333645909683
3163.0;407.4100883355415
3164.0;402.9608648496998
3165.0;405.783327232518
3166.0;404.0411876669126
3167.0;402.3081929874622
3168.0;400.3126324175867
3169.0;402.123121960344
3170.0;401.785599492641
3171.0;409.46097023691954
3172.0;307.2726050000515
3173.0;507.8970350697634
3174.0;402.3773104249968
3175.0;297.5267624117249
3176.0;306.03681028379486
3177.0;406.3762335487731
3178.0;404.0409178264429
3179.0;406.2246737524325
3180.0;406.9573649917166
3181.0;407.5851941657925
3182.0;406.80708248848225
3183.0;404.8927902981812
3184.0;400.92383001936236
3185.0;407.71433355437654
3186.0;301.1072207074124
3187.0;408.4071816925192
3188.0;300.2822606843862
3189.0;400.72210934725683
3190.0;400.62386798087465
3191.0;400.42556298125663
3192.0;504.3258391801102
3193.0;400.4585483418774
3194.0;402.9661290959141
3195.0;402.4679006149113
3196.0;406.87695590885016
3197.0;403.99895943859167
3198.0;408.6326009535966
3199.0;408.54995774424725
3200.0;404.63277942275073
3201.0;509.08245680596445
3202.0;409.2139220569088
3203.0;299.35188781094746
3204.0;404.42778208521116
3205.0;401.37427203565005
3206.0;408.28926884245186
3207.0;406.2097791924893
3208.0;404.1776241148645
3209.0;403.2324731074753
3210.0;403.80602354377663
3211.0;405.5718201423761
3212.0;408.5327167091231
3213.0;404.1903139681887
3214.0;507.32780180607705
3215.0;301.13401311205735
3216.0;406.2629609059901
3217.0;505.3749102760373
3218.0;403.3999876061558
3219.0;511.4489906398578
3220.0;402.26922230504965
3221.0;508.7577463386471
3222.0;407.82905413730373
3223.0;511.1142228795088
3224.0;406.48470246246325
3225.0;409.4317733279443
3226.0;404.65981754246286
3227.0;408.3035371848295
3228.0;404.46948862885785
3229.0;507.8371558267611
3230.0;405.3448190964488
3231.0;406.6230927969329
3232.0;408.5991696396646
3233.0;403.0861994404347
3234.0;511.64258120129267
3235.0;404.6782560010199
3236.0;406.2983928886625
3237.0;404.951094577013
3238.0;303.99110880226334
3239.0;406.73659044602795
3240.0;504.0304619723969
3241.0;402.85648538196943
3242.0;302.53381076076937
3243.0;403.27180575802555
3244.0;401.955770451166
3245.0;407.042154402421
3246.0;403.56988622351105
3247.0;401.63333635086974
3248.0;404.3947658654046
3249.0;408.3610339126839
3250.0;401.4627582026062
3251.0;408.2970694542678
3252.0;503.76338110774356
3253.0;407.3878087593727
3254.0;405.0845964659298
3255.0;307.06879615166304
3256.0;302.85978057655086
3257.0;409.6680716258974
3258.0;404.5099868080039
3259.0;405.88496868065613
3260.0;402.7205366963476
3261.0;406.19445614988535
3262.0;404.63980443138416
3263.0;408.23623260412836
3264.0;409.2084662176086
3265.0;403.504147627594
3266.0;303.51602329245344
3267.0;403.77245648470523
3268.0;409.12423554756214
3269.0;503.92026049535866
3270.0;402.6807957958265
3271.0;403.6343521201281
3272.0;400.4210417247959
3273.0;401.26562868324595
3274.0;400.8630199046191
3275.0;306.84362043070456
3276.0;505.430549589617
3277.0;402.8905623614447
3278.0;408.1256990253435
3279.0;400.33138529828494
3280.0;400.27970354727813
3281.0;405.82434576208414
3282.0;508.4203258024071
3283.0;406.2872228053624
3284.0;408.52135855868414
3285.0;404.16454256947327
3286.0;408.87942343237887
3287.0;304.24097123505
3288.0;403.2917101246337
3289.0;409.6566826407298
3290.0;401.5298947773807
3291.0;400.6611384224118
3292.0;307.1597352028475
3293.0;409.6225760404437
3294.0;408.41100243422324
3295.0;402.202749723101
3296.0;303.36628235034453
3297.0;304.1598758456521
3298.0;401.4287445768251
3299.0;407.963893780223
3300.0;407.6288162600652
3301.0;297.74168252537845
3302.0;405.39723603885665
3303.0;403.29228512850534
3304.0;403.98992316422783
3305.0;404.0800477415173
3306.0;303.261821924992
3307.0;511.6277599572786
3308.0;400.5057736267078
3309.0;406.17268890560024
3310.0;402.8327697887619
3311.0;408.18187402940447
3312.0;505.8600976206106
3313.0;407.64231191757733
3314.0;303.0338192404441
3315.0;408.340878817593
3316.0;400.1512110462403
3317.0;303.76875660460223
3318.0;408.0157132721648
3319.0;302.1145158093478
3320.0;404.66648205191456
3321.0;406.1072096987543
3322.0;409.23663548565565
3323.0;405.315288056679
3324.0;401.5719237303211
3325.0;505.039108913903
3326.0;403.16853120545983
3327.0;409.61497760087474
3328.0;402.91754118473756
3329.0;303.2888367315727
3330.0;405.4268353326981
3331.0;299.7441804794884
3332.0;303.2820765017214
3333.0;407.0342103671946
3334.0;404.2805297633572
3335.0;403.8078615990698
3336.0;405.9883531802682
3337.0;400.88751570021776
3338.0;405.39863379524394
3339.0;304.3974971448017
3340.0;407.38230619557237
3341.0;405.5106068562714
3342.0;409.9197121149377
3343.0;400.9064404785426
3344.0;505.26585409110453
3345.0;407.05688600154946
3346.0;302.77624841981645
3347.0;405.26909896036767
3348.0;408.27407166527547
3349.0;404.51438352415096
3350.0;508.6637454529573
3351.0;409.3599975082531
3352.0;305.4993641709147
3353.0;408.7017472176491
3354.0;303.67014901333465
3355.0;407.1025546574333
3356.0;403.0172980625412
3357.0;406.43133342559435
3358.0;407.55391870177743
3359.0;405.46462288796255
3360.0;503.73347342262116
3361.0;404.23763180562537
3362.0;299.16805290502094
3363.0;508.9762263823741
3364.0;508.15593833204343
3365.0;509.0128436051966
3366.0;409.4153924248832
3367.0;409.4233450325115
3368.0;407.43816296460267
3369.0;408.9929768888611
3370.0;300.6756458401078
3371.0;306.565582418364
3372.0;400.13838164330815
3373.0;401.82246777810946
3374.0;409.94090493388245
3375.0;403.94708698029274
3376.0;407.8376388039693
3377.0;402.9257210908253
3378.0;405.77380301135713
3379.0;400.27471649160805
3380.0;504.80129103073665
3381.0;407.80519896093557
3382.0;409.93727685608155
3383.0;406.6502735499147
3384.0;407.8285398793962
3385.0;409.88847833680023
3386.0;404.7635683064871
3387.0;304.62353315132685
3388.0;409.0382208473774
3389.0;297.93927967581766
3390.0;407.4343940392763
3391.0;400.5200284117537
3392.0;401.05614312555684
3393.0;402.86518417874174
3394.0;405.3498381427069
3395.0;407.1592789889905
3396.0;400.9875714961811
3397.0;403.797049229007
3398.0;405.718019340461
3399.0;402.5208600305681
3400.0;401.4371256331065
3401.0;406.132343483533
3402.0;307.40890416614235
3403.0;408.1896355227916
3404.0;406.1530655842765
3405.0;507.7162700977226
3406.0;304.9160993069826
3407.0;404.959147649622
3408.0;403.6743973461291
3409.0;408.2269427672868
3410.0;502.82582822058896
3411.0;408.6068909206727
3412.0;305.62275610998694
3413.0;405.18346724954154
3414.0;400.1087197800998
3415.0;400.194868752285
3416.0;402.5214543191096
3417.0;402.21961579359225
3418.0;406.22728463318316
3419.0;400.6149313549615
3420.0;403.2285083872242
3421.0;401.5722663830655
3422.0;306.5401097463549
3423.0;401.70763871992807
3424.0;402.143724586354
3425.0;507.9100592127037
3426.0;406.10251417797394
3427.0;402.7367340351936
3428.0;405.7733315067256
3429.0;400.79860471712755
3430.0;402.7660807070052
3431.0;406.9027073421441
3432.0;409.021452129034
3433.0;303.5606258989717
3434.0;508.3637215671878
3435.0;401.6471547590945
3436.0;409.05042678450667
3437.0;306.65704993120335
3438.0;406.4514524599109
3439.0;303.178258039307
3440.0;400.8901543511841
3441.0;401.509138883802
3442.0;402.12876826778023
3443.0;407.75221442924214
3444.0;506.26264172648536
3445.0;404.87769324649526
3446.0;407.91743595279377
3447.0;306.87641620703175
3448.0;304.8966324224738
3449.0;506.36027100414486
3450.0;301.7793079755652
3451.0;303.11718671973983
3452.0;400.8171185086616
3453.0;401.0250026583204
3454.0;405.3930562667839
3455.0;301.4976433840483
3456.0;298.3303267566446
3457.0;508.2452267094558
3458.0;402.77911572761093
3459.0;505.93431479069875
3460.0;405.44787027674414
3461.0;406.654446125236
3462.0;409.99815176503523
3463.0;306.283808491541
3464.0;404.72968575998084
3465.0;502.6658735519394
3466.0;409.7788127082247
3467.0;406.77366531969835
3468.0;406.82377903091634
3469.0;402.05360029532926
3470.0;402.3341052863643
3471.0;512.004631569362
3472.0;407.9411068520249
3473.0;408.6520649232891
3474.0;305.30268796729547
3475.0;507.7539691483685
3476.0;408.4107298611141
3477.0;297.77449647584626
3478.0;405.22310151823797
3479.0;405.07693891807537
3480.0;403.8573559797532
3481.0;404.63180855330893
3482.0;306.7769946053883
3483.0;512.4120008233804
3484.0;401.4636389189445
3485.0;400.5060127026215
3486.0;406.6555425919235
3487.0;407.01520637996674
3488.0;404.97618166624693
3489.0;401.9989607903738
3490.0;405.59998149365254
3491.0;407.594330612796
3492.0;502.62159647307294
3493.0;510.58272006820613
3494.0;406.55640419718065
3495.0;401.60674532270053
3496.0;400.7389162816118
3497.0;402.927168778459
3498.0;306.9086844529068
3499.0;405.03349401588457
3500.0;404.1610415754441
3501.0;402.40852672823
3502.0;408.89251269795324
3503.0;406.3371559258317
3504.0;409.78034736307046
3505.0;402.89446588816475
3506.0;409.5429394346652
3507.0;407.65212247569343
3508.0;401.3148580716987
3509.0;502.8100700927109
3510.0;506.0139762734214
3511.0;403.09277588568494
3512.0;300.43470694920984
3513.0;298.0648395584189
3514.0;407.1293027859515
3515.0;502.6770036697601
3516.0;407.62057376941044
3517.0;404.432988692002
3518.0;404.6465572246567
3519.0;400.96559769208176
3520.0;407.41342269508976
3521.0;401.53149552966653
3522.0;298.9479327409375
3523.0;402.6210714287097
3524.0;400.31843104871973
3525.0;401.4216199585532
3526.0;403.89347155188557
3527.0;403.47339336010026
3528.0;404.65279963402116
3529.0;406.9399677634327
3530.0;407.8082054385515
3531.0;408.9461124184993
3532.0;298.47709433760645
3533.0;406.03483144793154
3534.0;403.9571902994339
3535.0;409.1503221766495
3536.0;403.00787067665976
3537.0;406.7573899654601
3538.0;503.7250297765072
3539.0;407.4786682923813
3540.0;408.45660077201023
3541.0;400.522523968213
3542.0;402.26890908247276
3543.0;405.2380044047723
3544.0;502.7646074607306
3545.0;408.9584638220194
3546.0;402.091930371818
3547.0;407.22269852256136
3548.0;404.27481869480414
3549.0;403.75818505661573
3550.0;403.8002327019962
3551.0;407.3945523191406
3552.0;307.1167974127627
3553.0;408.1601706255867
3554.0;401.94328453479187
3555.0;400.83724766032407
3556.0;403.8458402675378
3557.0;408.66651065324896
3558.0;403.6022002693556
3559.0;402.6103323410128
3560.0;404.6210204970513
3561.0;509.7166051367702
3562.0;407.12625415117003
3563.0;304.85330530457793
3564.0;408.73794007075486
3565.0;407.12556578689924
3566.0;408.74367965074396
3567.0;402.37967799902447
3568.0;407.7579882687592
3569.0;304.10186696247746
3570.0;403.9661417405595
3571.0;406.1896387233683
3572.0;505.92441676063936
3573.0;507.04151645374554
3574.0;405.0320850305945
3575.0;403.5676500210005
3576.0;400.7080269712961
3577.0;404.25018600813024
3578.0;408.61684693271127
3579.0;510.2041468408107
3580.0;405.30528783798337
3581.0;401.19278137949647
3582.0;404.4943242018542
3583.0;405.82139583914426
3584.0;409.3776105340266
3585.0;409.922706714017
3586.0;307.216016716375
3587.0;404.39755559084733
3588.0;403.5574428823849
3589.0;302.28136954417727
3590.0;401.8412899858095
3591.0;406.7895558745683
3592.0;403.9696269406072
3593.0;400.05319774960174
3594.0;409.05495361032604
3595.0;298.66513898353446
3596.0;505.26340855315794
3597.0;302.320324205878
3598.0;510.18250276719556
3599.0;402.2146892317666
3600.0;406.1337307100821
3601.0;405.218072986726
3602.0;400.3271999690528
3603.0;403.9482730117376
3604.0;407.09853482007196
3605.0;406.060173911228
3606.0;405.1925294799079
3607.0;401.0206651264082
3608.0;409.6245967999027
3609.0;298.8239410949259
3610.0;406.0691135321799
3611.0;305.7261585488741
3612.0;403.3395743414247
3613.0;400.5531163919958
3614.0;407.15602914783267
3615.0;299.1664114873574
3616.0;403.82765968172805
3617.0;408.95489908482944
3618.0;406.0010426814168
3619.0;401.7885698001578
3620.0;409.111265879756
3621.0;406.04069071000373
3622.0;403.30269401328076
3623.0;402.23252988090667
3624.0;407.5267808061166
3625.0;504.13454152695624
3626.0;400.92105101341224
3627.0;298.6874355966401
3628.0;509.2179063716918
3629.0;407.42056116422395
3630.0;401.84210353529096
3631.0;404.35189943011443
3632.0;403.48146239577966
3633.0;504.82412327661825
3634.0;298.7155946687208
3635.0;403.0369808924289
3636.0;404.0902815009041
3637.0;404.05640540204274
3638.0;400.4817037830808
3639.0;511.4514722894231
3640.0;508.7362617266173
3641.0;405.5537773459295
3642.0;408.65339737261985
3643.0;408.9918364032531
3644.0;404.8932576825262
3645.0;402.63837521551983
3646.0;401.85799522934985
3647.0;402.89229847630094
3648.0;305.38193464291913
3649.0;505.66195405426294
3650.0;403.1555369077166
3651.0;408.9186440398414
3652.0;403.47302275463784
3653.0;400.96073751275094
3654.0;403.7995392212931
3655.0;406.4999735829732
3656.0;401.13542210366916
3657.0;404.33367144359215
3658.0;407.3360314737785
3659.0;401.0256498436153
3660.0;402.0485490728342
3661.0;403.70898543713145
3662.0;304.22476649869685
3663.0;400.4088992439826
3664.0;409.5266027119409
3665.0;408.9573837343387
3666.0;512.1813583167427
3667.0;400.99864309681897
3668.0;403.6666358664532
3669.0;403.7175563410005
3670.0;401.5504752630369
3671.0;298.87808169599725
3672.0;404.3268817805866
3673.0;404.8957931579257
3674.0;406.0686637121596
3675.0;409.40301547761374
3676.0;404.84720269465606
3677.0;409.0111952387224
3678.0;306.21364702529115
3679.0;401.1648943867906
3680.0;400.21196081277765
3681.0;306.88972520752225
3682.0;408.2625155907832
3683.0;400.38766963009493
3684.0;403.28560723622934
3685.0;305.90973902537615
3686.0;512.3400345454613
3687.0;402.58986338506344
3688.0;400.24238612064147
3689.0;510.4303828757527
3690.0;401.81980464064793
3691.0;408.65767756536576
3692.0;409.5650899415128
3693.0;403.00890531395646
3694.0;404.69995108753017
3695.0;301.6198745849457
3696.0;401.2495601662535
3697.0;400.72416988548184
3698.0;409.434443591577
3699.0;408.4765423905504
3700.0;401.0287845008345
3701.0;297.5570598969415
3702.0;301.32011662871315
3703.0;503.44821465323884
3704.0;404.1705119345143
3705.0;511.43901596296087
3706.0;403.8526427267116
3707.0;402.9618114325627
3708.0;407.0489789267533
3709.0;400.8776851319876
3710.0;408.80484417957496
3711.0;304.5159787467468
3712.0;407.75215559912186
3713.0;298.7590536163638
3714.0;402.94303599705705
3715.0;305.5667563387072
3716.0;402.10336485660685
3717.0;409.17966437976787
3718.0;405.2233688714513
3719.0;404.0273963709418
3720.0;401.3524502083727
3721.0;512.2342481742652
3722.0;306.93875467480814
3723.0;407.0687621873849
3724.0;408.17622372044644
3725.0;404.4212685742849
3726.0;400.15563194512816
3727.0;407.1280648049823
3728.0;406.4119672816898
3729.0;409.629510367015
3730.0;407.4431054409882
3731.0;406.17299722961405
3732.0;407.9520197599613
3733.0;404.3584945857485
3734.0;504.7662056456034
3735.0;400.418066440266
3736.0;409.8155987967724
3737.0;402.2624149405701
3738.0;400.2810193475323
3739.0;408.19103202451726
3740.0;401.32783234162883
3741.0;409.06534790400474
3742.0;401.9761457829554
3743.0;407.09728922716965
3744.0;408.4130146189933
3745.0;401.91786262349115
3746.0;407.8138458344465
3747.0;401.2963982949549
3748.0;504.0193788462533
3749.0;507.72396385699574
3750.0;400.74621473415294
3751.0;404.1487163007563
3752.0;509.1323740603342
3753.0;406.07854183080536
3754.0;306.5020683365857
3755.0;300.01913557232416
3756.0;404.7412656729096
3757.0;407.69892719171236
3758.0;404.2798919118382
3759.0;505.96871076504675
3760.0;400.70219269599806
3761.0;405.5610982917227
3762.0;402.56198326280474
3763.0;407.6235439587674
3764.0;403.0066427473452
3765.0;405.8399293001669
3766.0;402.74013278528133
3767.0;511.5087536836544
3768.0;406.2247748658815
3769.0;403.3333442783537
3770.0;511.463855573939
3771.0;400.2347207499698
3772.0;406.6693517959397
3773.0;302.97293152627645
3774.0;400.2280837271219
3775.0;301.5714277543103
3776.0;408.56956116109694
3777.0;304.9550175441133
3778.0;408.95950719063967
3779.0;511.164497188189
3780.0;400.1791426836192
3781.0;403.9938299688985
3782.0;407.4215559553836
3783.0;405.69916771144943
3784.0;503.1135273828808
3785.0;404.52343831307155
3786.0;403.83944095844817
3787.0;407.2409499890334
3788.0;408.9794556704177
3789.0;301.64134935080995
3790.0;408.2731210417026
3791.0;510.12034802532384
3792.0;402.99348301147955
3793.0;507.59011041402397
3794.0;505.55795925798475
3795.0;504.39196715049434
3796.0;402.35847687120395
3797.0;401.4526927073724
3798.0;502.5031913401875
3799.0;402.3128303288873
3800.0;405.11278347564826
3801.0;404.29961817204503
3802.0;404.29111729606757
3803.0;402.8252516422269
3804.0;402.39840192768355
3805.0;407.2445263144357
3806.0;404.90673751199785
3807.0;401.71458449518815
3808.0;409.15577563490865
3809.0;406.2066805427881
3810.0;409.4210450437335
3811.0;407.1524496618491
3812.0;400.3469062804793
3813.0;406.8645714809335
3814.0;402.35280656409185
3815.0;400.6593639613144
3816.0;402.7517257058901
3817.0;509.5673013564746
3818.0;511.15316511719755
3819.0;407.18933084791865
3820.0;406.1774367689231
3821.0;402.25401610766454
3822.0;403.87691364451814
3823.0;407.18153562181004
3824.0;402.7846042902591
3825.0;408.2588672572013
3826.0;407.00864833138337
3827.0;402.1249374193704
3828.0;400.5718332280911
3829.0;400.74742851852204
3830.0;404.5748562367565
3831.0;400.69162483311055
3832.0;407.21202522834534
3833.0;403.2599388923203
3834.0;403.5224497386736
3835.0;407.9861843775235
3836.0;403.454267827846
3837.0;401.06931751817655
3838.0;405.79020016488886
3839.0;301.23846561451745
3840.0;503.02959102812116
3841.0;403.94165898189533
3842.0;402.8593150011661
3843.0;402.51848957313143
3844.0;305.6258739237865
3845.0;409.7345940452888
3846.0;407.0143202363367
3847.0;307.0514140756909
3848.0;408.8039332131285
3849.0;401.3401938681315
3850.0;406.55732345804086
3851.0;407.31482525382455
3852.0;503.3849767439809
3853.0;306.3864054550468
3854.0;402.5896543097937
3855.0;404.1715971084958
3856.0;407.17156587316003
3857.0;403.8841673205334
3858.0;401.04909476895597
3859.0;306.85345696248214
3860.0;405.02771997075814
3861.0;302.10009889225097
3862.0;507.3504827895347
3863.0;307.37016997660066
3864.0;408.0488697777022
3865.0;303.27334630839385
3866.0;406.23225887071527
3867.0;404.004485277772
3868.0;404.12457887627903
3869.0;408.2782885783481
3870.0;405.8603198296263
3871.0;508.786978649686
3872.0;403.59235509855955
3873.0;406.0603314824704
3874.0;406.51299275951243
3875.0;400.0527241315699
3876.0;407.1320949455361
3877.0;403.2724717946526
3878.0;400.4289005203402
3879.0;408.7162317061724
3880.0;403.9308440980954
3881.0;404.67769657148665
3882.0;400.70515672134104
3883.0;408.37937662762613
3884.0;408.9934758335983
3885.0;409.22389131630626
3886.0;401.53718130417695
3887.0;406.59719979128545
3888.0;510.00441257557725
3889.0;405.396686876653
3890.0;406.78017429485493
3891.0;405.20345170362566
3892.0;510.4387874096217
3893.0;402.0725046205346
3894.0;305.48091598335515
3895.0;407.41436492268156
3896.0;402.1909695872819
3897.0;408.54660701603194
3898.0;409.04651904435866
3899.0;400.8011064755919
3900.0;405.82058320602397
3901.0;401.9112188819936
3902.0;409.5657911979326
3903.0;404.50413468943105
3904.0;408.145429727103
3905.0;406.2903330293986
3906.0;300.00756094660346
3907.0;405.57161751727375
3908.0;406.44761067511325
3909.0;402.28760426526276
3910.0;300.874260475893
3911.0;511.9141032267793
3912.0;304.50263990890573
3913.0;407.2889296225516
3914.0;404.8005186500676
3915.0;403.0536021359178
3916.0;301.11550290489726
3917.0;408.37174870651023
3918.0;298.4964512031619
3919.0;409.2121080584106
3920.0;402.13907378209456
3921.0;408.8072869958652
3922.0;401.94572633390885
3923.0;405.95991467491706
3924.0;402.47480992155664
3925.0;404.73772741525795
3926.0;400.25104178777246
3927.0;401.5416173820304
3928.0;303.12557726118536
3929.0;408.34229810660787
3930.0;407.8314227986697
3931.0;407.05937672765697
3932.0;405.8868821612144
3933.0;401.29725775123154
3934.0;403.02708505034474
3935.0;408.1926894841385
3936.0;400.8694902990318
3937.0;402.4373098652554
3938.0;403.97103543262807
3939.0;402.0570219145744
3940.0;407.0233637223718
3941.0;300.29472511145144
3942.0;402.039764005321
3943.0;510.9296514287785
3944.0;401.92798657776314
3945.0;407.2364562077598
3946.0;407.23526532853936
3947.0;408.6756350395555
3948.0;403.2694797017479
3949.0;302.81741249904917
3950.0;405.2639246075302
3951.0;405.26893076946135
3952.0;406.5585369359582
3953.0;400.0266292992881
3954.0;408.93259628844663
3955.0;402.6181767704777
3956.0;405.92400777993754
3957.0;507.66594640595235
3958.0;400.11392247320276
3959.0;408.9576398798413
3960.0;406.02396623368116
3961.0;407.65850236107906
3962.0;400.9039333793152
3963.0;300.28659195799264
3964.0;405.46114842992404
3965.0;404.0964661033573
3966.0;507.076764060833
3967.0;407.84663628988295
3968.0;409.7629224348435
3969.0;303.9900269390413
3970.0;300.58368111690214
3971.0;506.57131619566263
3972.0;407.5661437022284
3973.0;507.3366009631538
3974.0;511.31013848411413
3975.0;401.994994573412
3976.0;402.72795710089844
3977.0;401.6954323351186
3978.0;405.6070984893244
3979.0;405.67005114874644
3980.0;403.4994024543043
3981.0;506.2047518481156
3982.0;403.9701947915471
3983.0;407.68977386106434
3984.0;299.1148129881673
3985.0;407.92688401191697
3986.0;404.6667341878951
3987.0;401.4219977556683
3988.0;304.55213663625403
