Value;Температура масла на входе в двигатель
4338.0;46.313044744863035
4339.0;42.329121606820536
4340.0;46.85217910965533
4341.0;40.7784325764079
4342.0;40.13631885751912
4343.0;41.28827747079877
4344.0;43.679566565138266
4345.0;46.65300240952379
4346.0;43.648875752953145
4347.0;45.658451201845395
4348.0;42.762371984570834
4349.0;46.552197437210864
4350.0;46.06314715078955
4351.0;48.14805998300383
4352.0;48.76491277289338
4353.0;42.508915417782724
4354.0;33.533326435491716
4355.0;41.80490266300184
4356.0;48.85521034599214
4357.0;40.185162170963075
4358.0;40.66893020669679
4359.0;43.18315608564379
4360.0;41.097092239732
4361.0;41.28137326454373
4362.0;47.69612489873287
4363.0;40.179042713336685
4364.0;47.076566366098376
4365.0;41.321721344875634
4366.0;46.3895081783312
4367.0;48.55287030214016
4368.0;46.36537649065084
4369.0;49.93295602192535
4370.0;49.28077850666696
4371.0;43.66782978949049
4372.0;36.40810252271076
4373.0;40.93595671018835
4374.0;49.15613512034447
4375.0;46.28270277933645
4376.0;43.6315939989528
4377.0;41.26159744541037
4378.0;58.57112484973227
4379.0;53.48483827324803
4380.0;33.78229332324185
4381.0;37.27781135754608
4382.0;47.17462573939473
4383.0;48.695175712008506
4384.0;29.520338574248896
4385.0;48.48732261888987
4386.0;53.094388746313264
4387.0;40.77110025446652
4388.0;40.87650266228709
4389.0;43.35696474579419
4390.0;37.35739059492714
4391.0;42.38283180004279
4392.0;47.33214921564034
4393.0;42.08786597657146
4394.0;43.17526066292355
4395.0;49.30815963908425
4396.0;45.81813220411139
4397.0;46.39445496422294
4398.0;45.06298580791039
4399.0;48.16360777880057
4400.0;48.26259380843837
4401.0;42.52509711586825
4402.0;36.56037424904687
4403.0;29.412971260326493
4404.0;48.14228927815312
4405.0;44.669116182986016
4406.0;49.84829211087872
4407.0;45.17718271421322
4408.0;43.39670996105701
4409.0;45.55159267287834
4410.0;62.15549456667796
4411.0;46.09206090820932
4412.0;42.269708438247825
4413.0;46.821959603649724
4414.0;49.56454816046609
4415.0;49.96589460224345
4416.0;47.910932632450276
4417.0;61.83573288526865
4418.0;40.165927636699124
4419.0;49.44759333355364
4420.0;48.982621462766595
4421.0;48.14949441206117
4422.0;48.905051901687614
4423.0;43.431414784355965
4424.0;42.55235301121189
4425.0;45.34532781538161
4426.0;49.06527605406118
4427.0;43.437554386999714
4428.0;62.22840501717963
4429.0;48.732471794149696
4430.0;40.96084812282983
4431.0;29.652199112058405
4432.0;47.890125166415444
4433.0;42.78274728909392
4434.0;29.54799200433554
4435.0;49.60527303871346
4436.0;27.9163265794611
4437.0;31.11421914734551
4438.0;48.03133631541672
4439.0;47.290059601285165
4440.0;55.32620142101461
4441.0;45.24941872309314
4442.0;40.942566354049355
4443.0;30.601221044989153
4444.0;43.68484616093993
4445.0;44.8414277260688
4446.0;49.85311281477356
4447.0;49.06766640582322
4448.0;42.788332849729905
4449.0;44.96045549843265
4450.0;41.58983180783227
4451.0;41.45587588715639
4452.0;49.18288670952488
4453.0;47.470865805882426
4454.0;45.24612124379244
4455.0;31.042793963953898
4456.0;31.704174077822138
4457.0;32.447372040285295
4458.0;28.657297858023263
4459.0;46.22026602887348
4460.0;54.719080037372215
4461.0;37.436738738866936
4462.0;42.89947022112713
4463.0;47.351255600555035
4464.0;40.01438256322743
4465.0;49.45972716266421
4466.0;42.61126427237923
4467.0;40.990554342924746
4468.0;40.238678824480054
4469.0;42.763739528500054
4470.0;55.69979311890666
4471.0;48.220791584904546
4472.0;46.39291559572946
4473.0;42.77303853338272
4474.0;41.206358985179165
4475.0;44.238330434147656
4476.0;40.915511035121035
4477.0;46.99799473716715
4478.0;41.01639423735317
4479.0;48.51532301496337
4480.0;59.321960360805775
4481.0;43.09043502828116
4482.0;47.14021044362268
4483.0;48.16693799022925
4484.0;49.046344027783995
4485.0;49.87969851619842
4486.0;41.90259753918361
4487.0;49.74267068417119
4488.0;40.47674760783938
4489.0;47.90048746674576
4490.0;40.19334976627591
4491.0;43.14556809504731
4492.0;48.037670917605475
4493.0;57.16308233287666
4494.0;44.81016346565936
4495.0;43.068873225164225
4496.0;28.007193716792493
4497.0;61.49139357046184
4498.0;42.09718936154512
4499.0;29.47370864786376
4500.0;43.594077361956934
4501.0;34.34235485127628
4502.0;40.187572223262855
4503.0;46.70836473467384
4504.0;46.1305285312445
4505.0;46.5216211110234
4506.0;47.20834873117684
4507.0;48.89175059248873
4508.0;49.238029933749715
4509.0;55.59940848939064
4510.0;40.21496160552381
4511.0;45.10735698179285
4512.0;28.27684314405166
4513.0;44.937151282758734
4514.0;44.68516289780963
4515.0;41.66560007612241
4516.0;49.97357248112346
4517.0;28.349804117315898
4518.0;48.46713511700379
4519.0;47.43455485502531
4520.0;46.418545030818265
4521.0;42.2033661123655
4522.0;40.68240669811067
4523.0;43.6854141075731
4524.0;45.73712734927014
4525.0;61.094178381651616
4526.0;41.73256249054159
4527.0;41.340082315956096
4528.0;46.71520839338368
4529.0;48.04836476379442
4530.0;34.61120428626627
4531.0;44.5554682848052
4532.0;46.0533620163908
4533.0;44.39995665004431
4534.0;56.39959062928622
4535.0;46.368930271058474
4536.0;31.73310273369998
4537.0;43.75821512310027
4538.0;47.529015426749524
4539.0;45.81846011444956
4540.0;49.64506547885649
4541.0;53.11361143186185
4542.0;47.19484907237988
4543.0;42.97293303016402
4544.0;45.89269080251836
4545.0;43.50540095109618
4546.0;48.706605528171856
4547.0;41.261594650006636
4548.0;47.94173316890513
4549.0;42.79952749865104
4550.0;42.52665040935237
4551.0;46.622361891112504
4552.0;43.492921798694375
4553.0;44.46178233213151
4554.0;28.13404530788125
4555.0;45.902330901982225
4556.0;49.86602481583505
4557.0;46.73409001584321
4558.0;44.97084130016735
4559.0;42.569774314434376
4560.0;59.10519302718642
4561.0;49.91694613872611
4562.0;42.9382958603952
4563.0;43.49156711977187
4564.0;43.629315181428
4565.0;47.649636566102316
4566.0;31.3856756327476
4567.0;47.816718640128414
4568.0;45.43759843179168
4569.0;40.89654877670464
4570.0;44.31600208679213
4571.0;41.98057161191137
4572.0;47.28218431375629
4573.0;45.336861223105906
4574.0;29.70899994152831
4575.0;40.84509792794119
4576.0;49.99617757881226
4577.0;46.12010475036488
4578.0;44.713021450473086
4579.0;45.54425502082886
4580.0;40.62361767224536
4581.0;48.04634039054818
4582.0;58.89713607053726
4583.0;57.345645486596624
4584.0;47.96343434032124
4585.0;36.219833046007444
4586.0;41.595167524055014
4587.0;40.81340383069001
4588.0;43.576626557630945
4589.0;52.949322320949186
4590.0;42.07673774682506
4591.0;45.05646223860138
4592.0;41.10025907913419
4593.0;41.27130716322535
4594.0;42.00667588525773
4595.0;41.48926577416992
4596.0;46.88695842001178
4597.0;30.000016147558597
4598.0;40.15843150101605
4599.0;43.069961990671096
4600.0;37.360137429231706
4601.0;49.17535872621345
4602.0;46.06662467448825
4603.0;41.06263144741386
4604.0;42.751965289107446
4605.0;44.617470357859816
4606.0;28.31146568854995
4607.0;40.4129631529795
4608.0;42.0092238967447
4609.0;48.09613499860881
4610.0;41.48989788873657
4611.0;48.68796182143663
4612.0;40.58709041829426
4613.0;53.85203659656772
4614.0;44.46732018954309
4615.0;56.802561813548515
4616.0;45.52353355088665
4617.0;47.50095932703563
4618.0;45.07892630497717
4619.0;62.48353951179414
4620.0;42.849372893008805
4621.0;46.62053560042047
4622.0;40.10662695615295
4623.0;47.99052907577945
4624.0;40.97107507778337
4625.0;47.52931445093249
4626.0;43.86969952793315
4627.0;48.74381157710764
4628.0;48.301699324327586
4629.0;49.254889331166694
4630.0;55.30021955237281
4631.0;62.25464020262341
4632.0;30.569613634315054
4633.0;43.2998075009274
4634.0;46.4596323486322
4635.0;40.14661336696071
4636.0;42.19807714006611
4637.0;62.11653338549629
4638.0;49.32798188480727
4639.0;56.95948355631348
4640.0;49.67851418652482
4641.0;46.033073132258295
4642.0;44.28680842611767
4643.0;47.83395547730027
4644.0;57.189697700058105
4645.0;45.25507782857192
4646.0;43.29375239994216
4647.0;42.750780822958006
4648.0;43.6077093575871
4649.0;40.53946703589905
4650.0;44.04134110658453
4651.0;45.133774336773826
4652.0;41.581260045929
4653.0;48.38516694590446
4654.0;41.05555039862836
4655.0;48.88383655069157
4656.0;46.872556827528676
4657.0;46.907653310799375
4658.0;49.36571342019761
4659.0;40.27572354136202
4660.0;42.54948664224909
4661.0;45.74161270108031
4662.0;45.20051363830521
4663.0;49.61491078099064
4664.0;44.683319479584306
4665.0;44.74741255576802
4666.0;41.25706276273473
4667.0;41.071827834415025
4668.0;41.550944019930384
4669.0;44.793773522632605
4670.0;34.69952924458936
4671.0;42.7115692975394
4672.0;56.88418229404891
4673.0;41.545964209996086
4674.0;47.72038391534571
4675.0;40.902529306998204
4676.0;48.07179334555251
4677.0;47.37795187580779
4678.0;31.727204399877785
4679.0;45.745257912492654
4680.0;49.39534377726199
4681.0;42.09156697071745
4682.0;44.17394012707267
4683.0;29.18441505446259
4684.0;57.92336146341838
4685.0;43.56139172034352
4686.0;44.10658878994359
4687.0;29.85260688273442
4688.0;57.30147515175525
4689.0;41.548803602747434
4690.0;34.28284040022571
4691.0;44.13580587238391
4692.0;43.57849761057357
4693.0;58.58283505313694
4694.0;49.243064215121265
4695.0;55.25851130042332
4696.0;44.602976739483076
4697.0;49.9907777665352
4698.0;49.574477775371435
4699.0;53.346069154261265
4700.0;34.847161992802945
4701.0;60.54746065662495
4702.0;31.25492659021942
4703.0;40.64089794082242
4704.0;58.61245579046787
4705.0;43.74408498556649
4706.0;31.154988458572866
4707.0;47.05109872902913
4708.0;48.15664294247256
4709.0;44.35953153578957
4710.0;43.74744598154126
4711.0;31.729988419092777
4712.0;32.961152058243094
4713.0;45.235056054398186
4714.0;58.64590348158905
4715.0;41.64734089461409
4716.0;43.373150822617916
4717.0;35.41872874517434
4718.0;35.743481818155395
4719.0;41.25419328049868
4720.0;41.64531799925335
4721.0;44.858714109951464
4722.0;46.435865676683754
4723.0;48.98773911985779
4724.0;44.26834574663691
4725.0;40.97987095553041
4726.0;57.59591439112461
4727.0;48.45962253820437
4728.0;40.39506079578507
4729.0;58.425780405147265
4730.0;44.48348055168302
4731.0;41.80734605093749
4732.0;46.31305189328092
4733.0;46.4761668829841
4734.0;47.1462176050733
4735.0;47.70661074645456
4736.0;55.31715376145535
4737.0;41.67007659930763
4738.0;41.48788727770026
4739.0;45.80857346396769
4740.0;48.46630171537158
4741.0;44.4526292571434
4742.0;40.016815529659915
4743.0;42.827491126642116
4744.0;29.356211033253956
4745.0;46.44947846531301
4746.0;45.08217617579803
4747.0;41.56081672636041
4748.0;44.61019008870299
4749.0;46.248801458272055
4750.0;42.38322353596041
4751.0;47.92191151240945
4752.0;42.728413293353675
4753.0;27.90173164261268
4754.0;43.33367551234078
4755.0;40.25684846003691
4756.0;49.16831567341928
4757.0;35.76046984392423
4758.0;48.709520410229906
4759.0;40.05358376153388
4760.0;47.5747590662489
4761.0;43.03390994461583
4762.0;44.73589857045069
4763.0;43.58291505293724
4764.0;54.11822351071345
4765.0;43.95739635729191
4766.0;58.4194484358908
4767.0;47.3485967843746
4768.0;49.13975109882648
4769.0;41.23121625504545
4770.0;46.5336635954745
4771.0;58.21025261624837
4772.0;35.50594250346962
4773.0;40.37161314371331
4774.0;40.30775986140831
4775.0;61.54984892011149
4776.0;43.71806857686612
4777.0;45.29725861994451
4778.0;42.34897516977378
4779.0;41.560321340091605
4780.0;40.21913590880503
4781.0;33.02878120593712
4782.0;47.184835933407136
4783.0;43.86582007928715
4784.0;45.62914894630181
4785.0;42.35318089467196
4786.0;44.41923078528579
4787.0;47.567492313031785
4788.0;49.14669565210056
4789.0;40.958523163517334
4790.0;47.99098604637558
4791.0;48.87021040740354
4792.0;46.277035647055314
4793.0;44.6711745283802
4794.0;47.856704595290616
4795.0;48.44416073786567
4796.0;41.252383513781325
4797.0;46.256164260133815
4798.0;49.83051911994413
4799.0;59.12534609310136
4800.0;47.113391049125916
4801.0;42.86831949953932
4802.0;46.4442538933024
4803.0;46.42673869346587
4804.0;34.847885257297364
4805.0;34.69062839159145
4806.0;45.728202000645865
4807.0;36.88320757584967
4808.0;47.36545071023906
4809.0;43.497715872166935
4810.0;31.221967016162537
4811.0;32.31745736159036
4812.0;27.578257168028742
4813.0;34.582689969552064
4814.0;48.494931626755516
4815.0;31.889872467564714
4816.0;48.950379723426025
4817.0;40.993070866310724
4818.0;47.985491200356805
4819.0;45.98975373206969
4820.0;36.42794453200392
4821.0;42.2650137582005
4822.0;45.272366002586494
4823.0;49.30242371941384
4824.0;46.893584841633604
4825.0;41.20766175541644
4826.0;47.36055192018983
4827.0;53.0426040863645
4828.0;41.535710964203766
4829.0;60.64529142701575
4830.0;59.93096265054325
4831.0;41.69747881175787
4832.0;45.23547246940042
4833.0;40.47635153358223
4834.0;48.919388039919546
4835.0;40.26419121941221
4836.0;44.43039469645103
4837.0;45.81877833593537
4838.0;34.17467284420894
4839.0;60.034459286544404
4840.0;49.454119383752634
4841.0;49.253212377738926
4842.0;31.093997118866078
4843.0;47.64341852980037
4844.0;45.51767360958836
4845.0;43.29480399173012
4846.0;47.93955924249167
4847.0;48.733953748629006
4848.0;28.27747614729863
4849.0;49.678579066599966
4850.0;28.241251362300147
4851.0;43.285660938395566
4852.0;46.95541587121474
4853.0;46.97863683162863
4854.0;44.24655162331973
4855.0;43.530773789222835
4856.0;48.66437420753319
4857.0;46.53257474879646
4858.0;48.351799224541715
4859.0;42.789734878765934
4860.0;48.49152900557369
4861.0;40.12672557687255
4862.0;45.58346396550617
4863.0;44.816604564647676
4864.0;53.07977147321485
4865.0;34.33810900534661
4866.0;44.618590751071146
4867.0;35.24327951893896
4868.0;33.98896417987637
4869.0;55.90084235748234
4870.0;44.32751265384616
4871.0;40.66734077205739
4872.0;49.19761721520054
4873.0;44.73350981845732
4874.0;40.43432929953583
4875.0;44.114125316443726
4876.0;47.98534408809853
4877.0;48.83527993077482
4878.0;47.88336166296921
4879.0;45.06255946993738
4880.0;45.62253116867229
4881.0;41.45375266944321
4882.0;41.30450738507637
4883.0;35.64831874205585
4884.0;46.409035457970376
4885.0;42.28262033252899
4886.0;48.0402016123688
4887.0;44.974353267559884
4888.0;46.91109188802052
4889.0;56.01002463460405
4890.0;43.86445383747552
4891.0;44.23389676484502
4892.0;45.20913282854509
4893.0;44.487162130512786
4894.0;49.86128402611916
4895.0;47.1348314366911
4896.0;47.275216119920465
4897.0;45.95176097167139
4898.0;29.685445639114846
4899.0;45.230617476181074
4900.0;36.1934403083451
4901.0;48.29969311637569
4902.0;43.63660929143691
4903.0;48.28882085695419
4904.0;46.2290816796993
4905.0;44.04883688905482
4906.0;35.461248085007234
4907.0;47.98654080064062
4908.0;46.79021350962972
4909.0;35.29269142649571
4910.0;48.62505480140793
4911.0;40.94420380242444
4912.0;48.03884387666999
4913.0;43.58176703825055
4914.0;49.19786854338381
4915.0;36.8527282280496
4916.0;58.15501337118377
4917.0;43.80042904666646
4918.0;47.360841539898175
4919.0;41.442260043366666
4920.0;47.29665933794907
4921.0;30.804806236404374
4922.0;45.812746047913286
4923.0;47.684718380238486
4924.0;29.085110556317005
4925.0;48.899910014917964
4926.0;44.862786138945516
4927.0;40.514861456519355
4928.0;44.34890441187605
4929.0;46.147862403968155
4930.0;46.06091316719877
4931.0;46.25201500251072
4932.0;41.67752997558917
4933.0;41.98882257337286
4934.0;53.91972685973524
4935.0;33.23858791451552
4936.0;29.931763555967727
4937.0;46.21437662829927
4938.0;47.18337718504401
4939.0;35.065548960653835
4940.0;40.12394240660263
4941.0;40.739654607169555
4942.0;45.89169615661303
4943.0;46.94497486976129
4944.0;48.888317200504666
4945.0;57.25512056714716
4946.0;49.637234274698486
4947.0;61.515733637231726
4948.0;41.39544972876483
4949.0;44.85878477123177
4950.0;52.7586043271231
4951.0;47.99435339148335
4952.0;44.6583968048273
4953.0;48.712000116377325
4954.0;53.04435555103711
4955.0;48.63273582852301
4956.0;41.510188295572576
4957.0;46.13744422790062
4958.0;41.23255210818045
4959.0;44.787862274255055
4960.0;42.50994856640136
4961.0;57.39854897712576
4962.0;41.441283944310584
4963.0;35.72912256828221
4964.0;44.08247149932893
4965.0;46.083200835340385
4966.0;55.498055808760334
4967.0;62.30478213700543
4968.0;44.4896133949031
4969.0;40.0082530851575
4970.0;28.361283199577407
4971.0;49.694188538759064
4972.0;42.41056748119056
4973.0;41.49570107699899
4974.0;41.03418977481686
4975.0;34.77795177024249
4976.0;49.36252790484896
4977.0;46.22123056631745
4978.0;40.956011990643304
4979.0;41.66649319018075
4980.0;44.0322110778291
4981.0;47.51753881464745
4982.0;44.44695740864916
4983.0;41.206558593929174
4984.0;43.67781088262308
4985.0;42.00914518406234
4986.0;42.41097005898614
4987.0;41.027185759577044
4988.0;28.631292273210597
4989.0;58.84227483575698
4990.0;44.14923815221388
4991.0;44.66969087741069
4992.0;40.092139584870914
4993.0;49.49042243449799
4994.0;29.410794341536686
4995.0;45.79992507788408
4996.0;40.538803922734154
4997.0;40.06747144083846
4998.0;43.27516163167465
4999.0;37.20967339616132
5000.0;34.22767297219553
5001.0;31.372398412297954
5002.0;49.57930354798506
5003.0;41.267056910937434
5004.0;41.051909935219626
5005.0;60.43985538508017
5006.0;43.011586196095564
5007.0;45.82265890493462
5008.0;40.183711551589894
5009.0;43.01235092241143
5010.0;49.08825220871449
5011.0;48.58091449413298
5012.0;41.214061730829485
5013.0;42.49908675491582
5014.0;52.97514453520576
5015.0;48.65195156586309
5016.0;47.474643445422984
5017.0;40.7395429172009
5018.0;41.26306877576041
5019.0;55.14389829088162
5020.0;44.77377367642167
5021.0;62.23746730529058
5022.0;54.99509103441941
5023.0;46.1310897157357
5024.0;58.60668085111662
5025.0;46.35602447866913
5026.0;60.135658344156724
5027.0;40.00667315965367
5028.0;43.58930198335602
5029.0;49.990841241717945
5030.0;43.008181698232384
5031.0;56.18835428166956
5032.0;40.05216093891852
5033.0;45.36180906472078
5034.0;27.911037525110594
5035.0;40.264856302619215
5036.0;62.22322669102767
5037.0;46.622737067034635
5038.0;43.956160396724876
5039.0;43.558864779475115
5040.0;44.54402570160651
5041.0;48.85645316294158
5042.0;41.43699565131374
5043.0;44.10714788338758
5044.0;49.71895420274468
5045.0;40.2882601359474
5046.0;40.6798856490223
5047.0;49.19649500537671
5048.0;53.414083617348375
5049.0;32.60009210792321
5050.0;47.960124320472836
5051.0;46.695592652689534
5052.0;45.22876434153434
5053.0;44.60295041099786
5054.0;49.29814978654783
5055.0;36.76016679672631
5056.0;30.00046084297969
5057.0;47.13467578503266
5058.0;40.41283808456729
5059.0;48.56391315905583
5060.0;43.66108388877931
5061.0;47.49725127151555
5062.0;59.751828433158536
5063.0;42.901969945811196
5064.0;44.321040432934524
5065.0;44.29410119537908
5066.0;46.79230893595767
5067.0;34.11837551324291
5068.0;59.11471265004873
5069.0;49.775126094468476
5070.0;40.29210154199144
5071.0;41.145891059958764
5072.0;40.425115703322774
5073.0;45.03498596377578
5074.0;41.124990302430724
5075.0;48.01959093618561
5076.0;41.28675601999806
5077.0;41.83851283976245
5078.0;42.41217972344308
5079.0;42.92768801881944
5080.0;33.31660941815159
5081.0;48.37709058442728
5082.0;41.15860268738182
5083.0;40.03013423908245
5084.0;45.717378746980174
5085.0;29.27637764636429
5086.0;35.89919400703229
5087.0;48.46756819315523
5088.0;40.27564989516096
5089.0;48.652899230015336
5090.0;44.91886945923366
5091.0;41.98052601259535
5092.0;49.5851378346092
5093.0;41.67357167536842
5094.0;49.06373759680595
5095.0;28.50687434158371
5096.0;43.520436304884626
5097.0;59.857869987800086
5098.0;47.69344388417674
5099.0;59.51382830959552
5100.0;32.3020109598013
5101.0;36.24225257243404
5102.0;29.816744232364883
5103.0;36.69921253162909
5104.0;42.79067432544684
5105.0;43.793781615053035
5106.0;59.00546559862708
5107.0;30.95613730484937
5108.0;41.4508446263814
5109.0;53.41832790101408
5110.0;57.54838668396286
5111.0;31.77105026929057
5112.0;48.135201500299225
5113.0;48.85237458737628
5114.0;47.11483972846922
5115.0;41.36954898604663
5116.0;47.66777493062834
5117.0;47.259529120899266
5118.0;42.16710716516536
5119.0;48.500862146816644
5120.0;48.47597734924793
5121.0;40.44574681710279
5122.0;58.310865857516575
5123.0;35.39932526558565
5124.0;53.93470607816083
5125.0;43.73621353861906
5126.0;47.828956649294476
5127.0;48.47971594788075
5128.0;42.1089465993937
5129.0;44.265967079954116
5130.0;42.09769181607195
5131.0;48.77661063700531
5132.0;46.04679674671212
5133.0;49.06199099819773
5134.0;43.86635405321074
5135.0;46.4423064264352
5136.0;43.585830122917535
5137.0;42.84135956515924
5138.0;32.18875039907536
5139.0;28.86471023091405
5140.0;32.17153871971366
5141.0;47.03774683847967
5142.0;40.97956306623494
5143.0;40.72053830076606
5144.0;53.825475278860026
5145.0;49.15544188916023
5146.0;34.3580926339816
5147.0;43.162032677599456
5148.0;47.75357649558885
5149.0;42.664744911550294
5150.0;47.23238955405677
5151.0;42.58333317373087
5152.0;43.94351618338057
5153.0;45.35440725668053
5154.0;40.141864864938974
5155.0;58.058061405796835
5156.0;45.172678565781105
5157.0;43.24659079068044
5158.0;46.69626363234809
5159.0;47.97563776385456
5160.0;28.625099324607056
5161.0;48.56760244774504
5162.0;45.78200080059941
5163.0;48.931104113230134
5164.0;46.916413591063616
5165.0;37.283891909399664
5166.0;35.7490952770091
5167.0;58.50274368942392
5168.0;33.12439353905902
5169.0;56.36780309233472
5170.0;42.661790993365116
5171.0;41.214351228336454
5172.0;42.247194019245896
5173.0;44.49956237632551
5174.0;45.82597076913861
5175.0;46.52573745294211
5176.0;48.55470364281034
5177.0;55.96528454944548
5178.0;48.27972210212438
5179.0;60.44091662163004
5180.0;40.33073115175023
5181.0;47.912297720261556
5182.0;45.506960582043234
5183.0;47.65490609598885
5184.0;48.75892632721719
5185.0;40.22988979934574
5186.0;40.498714609655885
5187.0;54.85357147359756
5188.0;46.23438067429351
5189.0;47.58142895603474
5190.0;44.04498522302826
5191.0;45.48450333765403
5192.0;40.727957657889654
5193.0;43.93038462386587
5194.0;33.352418967620274
5195.0;44.19608374658023
5196.0;46.50023439469535
5197.0;49.791893315820644
5198.0;54.160782787726475
5199.0;49.77482347266492
5200.0;31.83395748962306
5201.0;28.313695330497097
5202.0;32.52521423873431
5203.0;42.77635329353683
5204.0;47.41866947063399
5205.0;41.50127834802461
5206.0;41.2458356687377
5207.0;61.25578160532097
5208.0;43.15650825547613
5209.0;46.496554290361786
5210.0;45.15901415842192
5211.0;41.60511113219275
5212.0;49.74001074407401
5213.0;46.34983069626766
5214.0;44.76908608887393
5215.0;40.80783523998448
5216.0;42.20427548840158
5217.0;47.39065705108269
5218.0;45.69691684962079
5219.0;43.408748035386274
5220.0;44.93604651475152
5221.0;55.342958905776435
5222.0;42.313229007239144
5223.0;48.47980594114576
5224.0;40.255246476528306
5225.0;46.385340706949634
5226.0;33.845824757301685
5227.0;40.32660893614924
5228.0;41.468750229250304
5229.0;48.67335641492329
5230.0;40.70830285590043
5231.0;44.94961180271292
5232.0;46.760991266589805
5233.0;55.187006413930746
5234.0;47.811572467246734
5235.0;59.661357845010784
5236.0;48.568509492559336
5237.0;44.29674846226201
5238.0;43.83211876324328
5239.0;35.890332387606534
5240.0;40.50658251993144
5241.0;49.92626297363932
5242.0;46.59539627629549
5243.0;42.325815917407496
5244.0;42.77371826533418
5245.0;42.52701986093861
5246.0;49.371420882859546
5247.0;45.51149777679221
5248.0;48.92901366670561
5249.0;36.79696959584487
5250.0;41.97586025136317
5251.0;42.19524357882719
5252.0;43.80486665217177
5253.0;46.137818413740604
5254.0;47.7328181444068
5255.0;61.899070589971984
5256.0;33.20379133126735
5257.0;44.96221364355739
5258.0;52.8762201364943
5259.0;47.919850750839814
5260.0;45.85563000390246
5261.0;44.20895804101248
5262.0;41.42994768837879
5263.0;43.11025240223041
5264.0;56.19679423857907
5265.0;32.38917281310843
5266.0;40.44487869681741
5267.0;42.67135915676935
5268.0;44.90771616024062
5269.0;42.194960497558114
5270.0;41.21707717134607
5271.0;46.94379063353717
5272.0;45.18452387686129
5273.0;44.67104465492508
5274.0;40.77428381073903
5275.0;40.92650791400583
5276.0;35.78015041107247
5277.0;33.587978670338444
5278.0;59.26701584812012
5279.0;49.43835997959387
5280.0;34.988362104127646
5281.0;45.02106124719288
5282.0;55.365825997216106
5283.0;36.50391937914037
5284.0;40.19510419470357
5285.0;44.14281525246483
5286.0;45.39463453265111
5287.0;35.762561209215676
5288.0;45.84671857027018
5289.0;45.45256319722697
5290.0;46.86205910905205
5291.0;44.424731805800654
5292.0;42.62541933625191
5293.0;45.078472540947544
5294.0;41.90583842926194
5295.0;45.17522957547821
5296.0;43.528275910999845
5297.0;49.402989878241854
5298.0;43.77200051686323
5299.0;47.506978581783116
5300.0;30.120752641708684
5301.0;46.3605748646521
5302.0;37.46323830980579
5303.0;46.033269405290184
5304.0;49.88015894979933
5305.0;47.34143155894167
5306.0;48.26670131659528
5307.0;43.170525615604156
5308.0;42.32881241477304
5309.0;43.622246747303585
5310.0;40.08048131984522
5311.0;43.233521334418725
5312.0;42.2216341211269
5313.0;54.102897422407445
5314.0;45.71994710524809
5315.0;40.41455187789669
5316.0;47.54497835051294
5317.0;62.42686171873585
5318.0;48.49340067720547
5319.0;49.9640482349289
5320.0;46.42557167660969
5321.0;42.32454156993661
5322.0;55.263893333051456
5323.0;46.636267630789035
5324.0;46.93439442335826
5325.0;44.255608218044
5326.0;48.24554794453096
5327.0;40.84365500324431
5328.0;31.305026661356614
5329.0;40.056552293025874
5330.0;28.55776817824887
5331.0;44.4389644756893
5332.0;58.847712725781086
5333.0;29.97011245222501
5334.0;31.000421958335444
5335.0;62.078601090253194
5336.0;34.850200877161924
5337.0;41.39504372601071
5338.0;52.63731287049352
5339.0;44.85245318024156
5340.0;44.87680194949583
5341.0;35.240095471499046
5342.0;42.3584834307165
5343.0;34.40316683288765
5344.0;40.42610010649263
5345.0;42.8414757091631
5346.0;57.813481553262505
5347.0;57.12878016712107
5348.0;49.506601974490216
5349.0;56.27736775685308
5350.0;44.16652087996785
5351.0;43.48892348138753
5352.0;54.32771679037635
5353.0;49.73183859687311
5354.0;40.20424586453948
5355.0;49.65741247441419
5356.0;57.05311376896036
5357.0;48.23460965449813
5358.0;55.707895453930284
5359.0;44.43013680742593
5360.0;46.64621821895031
5361.0;47.277776091524515
5362.0;48.96019359214138
5363.0;48.76093345458659
5364.0;45.95788697626318
5365.0;48.72996605587301
5366.0;44.59502266950763
5367.0;53.759454870293794
5368.0;28.31473787196446
5369.0;46.538017007542265
5370.0;42.689918950618406
5371.0;48.54835717955628
5372.0;33.358385047978295
5373.0;40.16298879348245
5374.0;47.995787871929984
5375.0;42.87074823677548
5376.0;41.38659990987472
5377.0;49.90555880530133
5378.0;48.97950952197243
5379.0;30.66594823266442
5380.0;49.13364258698396
5381.0;40.437340857124646
5382.0;44.40487147650082
5383.0;40.02955890197633
5384.0;42.50487032750736
5385.0;49.55711495773954
5386.0;32.69406732755843
5387.0;44.09631997293055
5388.0;49.342703975815056
5389.0;53.1240643768282
5390.0;41.408722158037364
5391.0;32.72682698238787
5392.0;59.16530716363579
5393.0;48.94834021552205
5394.0;46.467917018571725
5395.0;43.28618186743664
5396.0;41.878000679407364
5397.0;49.234486656372894
5398.0;45.793006861964884
5399.0;56.15461045754161
5400.0;45.56117724353961
5401.0;29.0617030775474
5402.0;49.33513162004683
5403.0;47.03520581900983
5404.0;40.832548366310185
5405.0;47.578739715952175
5406.0;46.359120963304605
5407.0;59.59838038759968
5408.0;43.786850970078426
5409.0;46.96265739852198
5410.0;49.01433664210538
5411.0;55.36389032907467
5412.0;36.56034973459701
