Value;Температура охлаждающей воды на входе в дизель
3882.0;73.24126248704938
3883.0;75.20846462206622
3884.0;53.15994120386178
3885.0;71.34079139597618
3886.0;74.3885406171214
3887.0;76.15516298328357
3888.0;58.01958222996322
3889.0;77.69373721312817
3890.0;76.5569083650466
3891.0;75.51692105936289
3892.0;68.97125844779423
3893.0;69.52356452314575
3894.0;75.46003059408409
3895.0;96.10184280943498
3896.0;71.70497223876858
3897.0;51.69875249812094
3898.0;74.42111567765625
3899.0;73.06839662616729
3900.0;75.14385746243241
3901.0;96.48072938589556
3902.0;69.6374478455691
3903.0;68.91761763258454
3904.0;77.51572956976943
3905.0;71.78155358781095
3906.0;68.23501386960422
3907.0;76.37318531903951
3908.0;77.04570163844792
3909.0;73.78747920597232
3910.0;89.26200379265458
3911.0;76.47799135450653
3912.0;77.82321956945657
3913.0;92.24639604416093
3914.0;75.53653563437848
3915.0;91.99233622682218
3916.0;70.52841932079478
3917.0;71.75935553442257
3918.0;57.87046909762532
3919.0;70.26045214291344
3920.0;72.16475342023871
3921.0;71.67856889817618
3922.0;89.0812685739053
3923.0;73.6871849097161
3924.0;75.29702108736134
3925.0;53.721513504927174
3926.0;75.25108328127013
3927.0;77.76695968518834
3928.0;68.65713018314196
3929.0;75.83099966049535
3930.0;77.91930249216942
3931.0;68.48578766575547
3932.0;72.5195172604458
3933.0;74.73320701623588
3934.0;76.08310463139574
3935.0;74.27620667175557
3936.0;91.65886269585857
3937.0;73.0169845966319
3938.0;68.5705986726628
3939.0;55.091022935391464
3940.0;73.99182701027509
3941.0;68.12352737873614
3942.0;71.55162141477396
3943.0;75.61586697412768
3944.0;96.83735747407944
3945.0;76.47626741250406
3946.0;75.06390811729824
3947.0;57.47487047113955
3948.0;55.34448998162307
3949.0;94.2631431733097
3950.0;74.53730636984052
3951.0;68.26610538603695
3952.0;49.75815074202929
3953.0;95.85509048347758
3954.0;54.434276864934546
3955.0;74.3271919390199
3956.0;77.87942771566868
3957.0;74.69091690630944
3958.0;72.0203014374975
3959.0;71.29190537559292
3960.0;70.2283780305047
3961.0;69.10434143582945
3962.0;69.8992946449741
3963.0;73.88472252086372
3964.0;49.073362731843346
3965.0;70.89676041103263
3966.0;53.52915525644801
3967.0;72.20409357941656
3968.0;51.23945952810254
3969.0;70.67975838203645
3970.0;76.99877788229688
3971.0;51.46233391470703
3972.0;58.3183210000098
3973.0;77.99438207547442
3974.0;74.99177243452105
3975.0;74.9183209566853
3976.0;88.47997743989957
3977.0;75.65306265391068
3978.0;74.9400301665762
3979.0;94.92081543874859
3980.0;94.7517836382896
3981.0;49.717891495810676
3982.0;72.93049617752236
3983.0;70.57244155482014
3984.0;76.26965974952064
3985.0;68.81927054161484
3986.0;68.39138572894961
3987.0;76.19054418222491
3988.0;73.78966453343266
3989.0;96.24011115680355
3990.0;75.60097296833575
3991.0;77.65281707809613
3992.0;74.41406773611352
3993.0;54.74640796378334
3994.0;89.13755485407376
3995.0;70.65113600241668
3996.0;69.03756406238764
3997.0;48.72744884810379
3998.0;74.97460825052696
3999.0;77.04790095735518
4000.0;74.88932014814888
4001.0;54.86011271276499
4002.0;72.59443965337258
4003.0;73.22254872989576
4004.0;89.66889052531741
4005.0;96.31912479082781
4006.0;54.9512512928729
4007.0;70.91205306590342
4008.0;74.13988843833769
4009.0;73.99446616294057
4010.0;70.59732381277698
4011.0;70.88166030390815
4012.0;87.96986334579447
4013.0;70.28965703489845
4014.0;68.98291171828572
4015.0;74.08286153133064
4016.0;70.97120339798133
4017.0;73.18141078660665
4018.0;71.29549944647378
4019.0;52.853187846519916
4020.0;74.33151748396367
4021.0;77.16806697078276
4022.0;70.38824127785257
4023.0;54.07517977206558
4024.0;88.61664462807323
4025.0;51.04755075249261
4026.0;69.15100570546652
4027.0;52.51610127098168
4028.0;50.79379726050641
4029.0;68.37056025860021
4030.0;91.97309588999717
4031.0;74.35154134379319
4032.0;75.13842070143322
4033.0;77.12055518949447
4034.0;76.26631372543397
4035.0;69.62452916449189
4036.0;68.4968035687353
4037.0;89.96192148646493
4038.0;70.61989261131917
4039.0;73.9567988462125
4040.0;52.28632538779203
4041.0;68.3089248587996
4042.0;72.85245488494579
4043.0;70.84456583812538
4044.0;77.53668015839611
4045.0;68.34513724844402
4046.0;89.03670596340332
4047.0;74.8470042813677
4048.0;93.73574396690971
4049.0;74.65064017314546
4050.0;71.48230586939282
4051.0;75.72145558254887
4052.0;73.88759729026235
4053.0;49.33481846709968
4054.0;74.5919558670524
4055.0;69.45447155742056
4056.0;56.94906181924598
4057.0;71.18980717763382
4058.0;68.98570242592378
4059.0;69.93929792893643
4060.0;68.87883585512014
4061.0;77.22724606513385
4062.0;69.86829662657297
4063.0;71.3243605334436
4064.0;73.02110229310858
4065.0;70.36669241987224
4066.0;69.73823561725955
4067.0;52.994028070620885
4068.0;77.76100811641649
4069.0;56.71627596503296
4070.0;74.83374356072463
4071.0;69.8443566962207
4072.0;51.884057077557756
4073.0;76.35696456305583
4074.0;75.64692554531807
4075.0;74.27954391000561
4076.0;91.46840041154256
4077.0;72.17866761649853
4078.0;68.96598782919688
4079.0;70.06137791042819
4080.0;49.047128647252876
4081.0;71.18808954325605
4082.0;74.21182749781609
4083.0;73.6127682598651
4084.0;77.86611543933185
4085.0;70.26868472828117
4086.0;76.5303344795797
4087.0;70.09503484449674
4088.0;50.71434962400728
4089.0;69.35320832862553
4090.0;69.32325739379706
4091.0;70.13480084276276
4092.0;93.0344329882187
4093.0;76.78553094079211
4094.0;89.31359342746865
4095.0;71.27297905193458
4096.0;91.38537682241417
4097.0;71.29665628438048
4098.0;73.90893051330738
4099.0;71.34415989213801
4100.0;75.83929978277355
4101.0;72.30108769524826
4102.0;76.79548714989241
4103.0;92.02882041294066
4104.0;71.55322103817939
4105.0;68.65388007999341
4106.0;92.24972578594928
4107.0;73.66173246448963
4108.0;77.17638319633775
4109.0;70.81602561157912
4110.0;70.97384664935741
4111.0;71.48954256552184
4112.0;93.47734480270555
4113.0;72.6812037366331
4114.0;77.20205309371252
4115.0;76.45470151652357
4116.0;69.53131139668426
4117.0;69.94847744312936
4118.0;74.82932169008728
4119.0;69.7336437898689
4120.0;69.86302725079446
4121.0;87.80942598705846
4122.0;69.9284500686063
4123.0;76.30952779307492
4124.0;77.47637084576732
4125.0;73.80721957701911
4126.0;75.7664948005057
4127.0;70.03292535991257
4128.0;76.97370398986962
4129.0;71.41572379781329
4130.0;75.58042373468906
4131.0;70.15206219917322
4132.0;71.83773233028127
4133.0;77.63167013410545
4134.0;69.8885118106183
4135.0;88.40176974675411
4136.0;53.53237990451605
4137.0;52.1344940618137
4138.0;75.04329968774007
4139.0;57.601702286937694
4140.0;74.35046565338637
4141.0;77.40597473410774
4142.0;72.36415720598174
4143.0;57.95508860719019
4144.0;77.4108749780196
4145.0;73.0610593253058
4146.0;72.00541812507741
4147.0;49.99265747412167
4148.0;75.66414925901087
4149.0;68.29880729711792
4150.0;68.54064000969976
4151.0;75.45478278686082
4152.0;76.5696719074268
4153.0;74.35812378638127
4154.0;71.28132730242874
4155.0;72.23101975759721
4156.0;88.70183305422206
4157.0;76.363427170818
4158.0;69.12198967087501
4159.0;57.04727545245025
4160.0;69.23790930974116
4161.0;76.48792930336548
4162.0;70.75868547371007
4163.0;68.62793588974665
4164.0;88.66797580954514
4165.0;71.71119468334396
4166.0;75.74823752477009
4167.0;76.01529475841808
4168.0;77.3572078805716
4169.0;76.59751407588436
4170.0;92.43720306539196
4171.0;68.78935889449792
4172.0;48.55413466498268
4173.0;70.85539204211226
4174.0;70.00465721685245
4175.0;73.4196518523429
4176.0;74.46101543738884
4177.0;72.21130921988156
4178.0;72.08384048343737
4179.0;92.35296644274658
4180.0;75.73993454662784
4181.0;76.99739686352589
4182.0;77.75626060802044
4183.0;73.14491159550144
4184.0;52.81682161366365
4185.0;69.58332009831929
4186.0;73.56976002129782
4187.0;88.3087163193729
4188.0;74.21554260806366
4189.0;71.68843146484879
4190.0;76.71794311850111
4191.0;72.2513258941591
4192.0;95.92129071310322
4193.0;69.75183876318913
4194.0;74.7679919650499
4195.0;87.71234972584753
4196.0;94.7524682405219
4197.0;74.02579787128515
4198.0;76.21954944233289
4199.0;75.04478784772577
4200.0;77.58779910425196
4201.0;72.44287324115109
4202.0;75.81511393509113
4203.0;75.5396278474591
4204.0;50.167023504121985
4205.0;52.700474435667374
4206.0;77.80169140669666
4207.0;75.71809284713146
4208.0;76.8078848673284
4209.0;73.0780067568956
4210.0;71.82363656356162
4211.0;57.94819810848625
4212.0;52.697477984119985
4213.0;72.29992620419759
4214.0;77.52994579989488
4215.0;74.54454202940674
4216.0;70.37506181830156
4217.0;75.0943397403523
4218.0;73.54796546787031
4219.0;52.90219462843585
4220.0;52.59114651973999
4221.0;77.02198692132183
4222.0;69.59999430919765
4223.0;71.3745868242443
4224.0;68.07664710240364
4225.0;72.63206972128431
4226.0;70.26357365296545
4227.0;76.60825167387432
4228.0;71.0474609780579
4229.0;74.71422246939811
4230.0;73.52725837592916
4231.0;68.50042133091046
4232.0;74.52198811666062
4233.0;69.84730190960663
4234.0;77.79983242667825
4235.0;68.62252157060846
4236.0;49.6729241123367
4237.0;54.057156344549725
4238.0;68.91058047396339
4239.0;73.24330187101349
4240.0;68.8654312193902
4241.0;53.54994781923071
4242.0;55.030292904868645
4243.0;73.36449750919365
4244.0;72.18687108304466
4245.0;68.16384788284171
4246.0;69.329132575416
4247.0;70.51921962595415
4248.0;94.08245509533363
4249.0;54.67545916833237
4250.0;92.8761366767865
4251.0;77.30393934737123
4252.0;75.5478991874607
4253.0;71.819602354505
4254.0;53.29847633321296
4255.0;88.06166142703371
4256.0;75.8182157318347
4257.0;74.3780414815248
4258.0;77.50243478827574
4259.0;74.10358264278209
4260.0;48.98729119573193
4261.0;70.08696888807202
4262.0;77.37230319759357
4263.0;74.23839728076797
4264.0;70.92909009717874
4265.0;76.3791719577509
4266.0;75.84648332687469
4267.0;73.93636548495519
4268.0;69.95880108032557
4269.0;57.96711410327282
4270.0;68.29670912750437
4271.0;70.32964789274581
4272.0;53.12366974111623
4273.0;72.5960843160785
4274.0;53.289911649314774
4275.0;71.83662782109283
4276.0;76.06205562436466
4277.0;77.0567703369319
4278.0;76.61321871250962
4279.0;91.86345796935865
4280.0;77.43061674849508
4281.0;76.18568762445813
4282.0;75.13735516851504
4283.0;94.37572523453912
4284.0;74.31818831685621
4285.0;72.88194474325007
4286.0;75.65939350893677
4287.0;54.048989542281404
4288.0;70.4833488395034
4289.0;49.06456571274843
4290.0;58.03660758140782
4291.0;55.900524959454074
4292.0;50.41863602109281
4293.0;49.88236093320346
4294.0;71.60442711402769
4295.0;96.7508071446319
4296.0;75.16382950799915
4297.0;73.6586908366969
4298.0;74.80107380317189
4299.0;69.1440728274662
4300.0;68.69116524047723
4301.0;71.1978529123625
4302.0;70.39682042749442
4303.0;76.19044138288854
4304.0;73.79279202472327
4305.0;73.24674280291966
4306.0;77.54793637405113
4307.0;72.46215837980569
4308.0;96.39555195067553
4309.0;68.61694321279217
4310.0;76.39626331875273
4311.0;77.2924759362779
4312.0;76.61938971433247
4313.0;73.36394825748472
4314.0;95.03726990476527
4315.0;75.43012943132834
4316.0;76.25555345249055
4317.0;49.906011821648974
4318.0;93.80148473305412
4319.0;71.50508378250841
4320.0;72.10999087542895
4321.0;73.87667573698734
4322.0;70.04710820500244
4323.0;93.0171780233454
4324.0;72.52724132781584
4325.0;97.10060045746027
4326.0;95.88148861457184
4327.0;70.53985900584529
4328.0;75.314759445528
4329.0;55.86748684122668
4330.0;77.33777387227995
4331.0;73.16232290367711
4332.0;53.2920930525525
4333.0;77.79278409019294
4334.0;73.30547726902392
4335.0;73.88206718646585
4336.0;74.82449454354709
4337.0;72.44663255466608
4338.0;74.97797439659789
4339.0;70.53391384132085
4340.0;74.43979215148846
4341.0;72.51667695057924
4342.0;96.15654071071391
4343.0;95.40161248613641
4344.0;94.4467904471259
4345.0;72.7510915244972
4346.0;68.65659108921231
4347.0;88.22091030737809
4348.0;68.98085715310036
4349.0;72.26376372240873
4350.0;92.62570716685055
4351.0;69.30108371510279
4352.0;51.845862422533216
4353.0;72.73487114156032
4354.0;74.92889466671728
4355.0;91.67481702911995
4356.0;77.79951183552164
4357.0;72.72273992194656
4358.0;51.90633003320373
4359.0;51.41727154607338
4360.0;72.98326720117213
4361.0;68.51115950156493
4362.0;73.407964744647
4363.0;76.63475031371517
4364.0;75.46385860948473
4365.0;77.13845580782403
4366.0;68.32418357041652
4367.0;72.90986692571998
4368.0;77.60426474389041
4369.0;77.70070800428115
4370.0;88.8679927422114
4371.0;72.58211481452345
4372.0;73.02402290926122
4373.0;75.40109539831174
4374.0;89.34797247706722
4375.0;91.141645000128
4376.0;74.0405370083449
4377.0;68.59195603350531
4378.0;51.41608834675361
4379.0;69.25655336593255
4380.0;54.750188038074015
4381.0;71.95658310751031
4382.0;69.73348920066015
4383.0;71.41442377224604
4384.0;77.4769717629324
4385.0;69.81618588534069
4386.0;77.17041104588131
4387.0;90.71733475959743
4388.0;71.87502485823055
4389.0;75.1240605680512
4390.0;73.38671270857515
4391.0;77.51136542772015
4392.0;73.55444026218188
4393.0;74.71097442463793
4394.0;70.98369122125445
4395.0;69.42922484117302
4396.0;74.6957055444932
4397.0;68.10536833431054
4398.0;71.13118294897151
4399.0;72.14080449810172
4400.0;71.40075842769215
4401.0;90.62424459536872
4402.0;75.3591881372002
4403.0;51.28728679749831
4404.0;57.36604088937601
4405.0;55.22886901647968
4406.0;91.20679780426147
4407.0;51.176681366244765
4408.0;75.57905550588528
4409.0;72.6088165927139
4410.0;71.24800779128653
4411.0;55.04195337580242
4412.0;71.70600614381216
4413.0;58.31902671165935
4414.0;57.34486461343914
4415.0;76.78237630014961
4416.0;77.71246844201998
4417.0;72.13275504307403
4418.0;72.52923404420639
4419.0;72.07606604326976
4420.0;75.90280185348281
4421.0;88.35408343415453
4422.0;54.33671437301638
4423.0;68.51992119553444
4424.0;77.0360840573914
4425.0;94.97334029318205
4426.0;73.3656960515607
4427.0;53.60453629315943
4428.0;72.43217225856822
4429.0;70.51296427922934
4430.0;89.60832041391943
4431.0;72.40126062083418
4432.0;69.33910812463758
4433.0;74.25157337580484
4434.0;70.5481135529467
4435.0;73.57441837723229
4436.0;96.1624884263237
4437.0;73.38047267710337
4438.0;74.25368596054236
4439.0;69.95503292049804
4440.0;75.69462823332069
4441.0;71.4459502201849
4442.0;53.880771377282684
4443.0;74.69440648450224
4444.0;69.73477370583409
4445.0;71.90071694755825
4446.0;51.892758008618884
4447.0;74.3565050260811
4448.0;68.04272461159952
4449.0;72.39963484420076
4450.0;75.2259568688915
4451.0;72.08343681943313
4452.0;69.3391898131597
4453.0;76.81422394681132
4454.0;70.2334108209524
4455.0;56.301593394565174
4456.0;73.2319296844994
4457.0;75.84209258759664
4458.0;74.71367036012722
4459.0;68.06507566399037
4460.0;91.41560714605298
4461.0;75.60261359725219
4462.0;51.0553461521221
4463.0;56.017088615981464
4464.0;72.81973479752857
4465.0;73.34900974001333
4466.0;74.60276598951761
4467.0;71.98798659711751
4468.0;53.709586745937685
4469.0;74.77849579440463
4470.0;90.83437810484324
4471.0;87.99428725077672
4472.0;96.38494009192766
4473.0;71.4847670306044
4474.0;68.84678386332318
4475.0;68.44408736263351
4476.0;97.05530900801952
4477.0;68.82467072472397
4478.0;97.20740418253057
4479.0;68.01671529029865
4480.0;52.08335359242405
4481.0;69.9692888761318
4482.0;53.6439832118846
4483.0;71.28594641086949
4484.0;72.31877799001222
4485.0;90.45809195198909
4486.0;73.32669678197743
4487.0;56.10191349565059
4488.0;74.21558129664626
4489.0;53.34196111214635
4490.0;71.84365954715985
4491.0;55.47691996734619
4492.0;71.93331439505462
4493.0;76.42483103107081
4494.0;71.67103952735918
4495.0;75.002514987686
4496.0;97.02984516556309
4497.0;68.27163545388427
4498.0;75.86154154625328
4499.0;71.98207272930192
4500.0;71.83465226733102
4501.0;75.42067365486918
4502.0;58.41111952194913
4503.0;70.9017679820067
4504.0;71.1789413799063
4505.0;69.10004214146042
4506.0;58.08543250405049
4507.0;68.44020242564225
4508.0;77.52529955917046
4509.0;74.45661213981185
4510.0;68.09522680399994
4511.0;77.1563552703699
4512.0;53.63217865369032
4513.0;75.07049082806712
4514.0;69.35575212748049
4515.0;70.22232906591523
4516.0;72.68812747214977
4517.0;71.28207499466265
4518.0;74.91586894704741
4519.0;77.9826828663675
4520.0;70.3906378238635
4521.0;87.92519018421962
4522.0;54.51225180223882
4523.0;68.37572744925959
4524.0;52.477844520180355
4525.0;55.3622477568139
4526.0;90.82956372528731
4527.0;73.07163259420227
4528.0;73.68336846336294
4529.0;69.39693410282801
4530.0;69.75459915576909
4531.0;57.44940685225255
4532.0;70.13198449695312
4533.0;77.70878322025456
4534.0;77.14911501379622
4535.0;70.9830667506531
4536.0;72.1323934815578
4537.0;56.49111442707583
4538.0;72.09024339954628
4539.0;76.7162768579436
4540.0;68.92161270221634
4541.0;49.737555085604995
4542.0;76.0721270252763
4543.0;70.97460457109234
4544.0;55.257026134715716
4545.0;91.15879936293801
4546.0;68.09210589804825
4547.0;77.38248169227819
4548.0;73.23239105431107
4549.0;71.31474660542153
4550.0;71.75149258944613
4551.0;77.65425999825976
4552.0;70.89072409906704
4553.0;72.02478933850095
4554.0;70.18994145734754
4555.0;70.93007731889813
4556.0;69.22383997035897
4557.0;68.16108897306374
4558.0;71.9061250805892
4559.0;48.55600127631686
4560.0;71.04810286595608
4561.0;71.40564879463409
4562.0;69.78292003436148
4563.0;69.77145934420525
4564.0;77.22456024779751
4565.0;71.68519942266111
4566.0;72.21574290989685
4567.0;50.14865690066928
4568.0;73.23598749244987
4569.0;95.00787681428889
4570.0;49.085240607530594
4571.0;73.64746358966686
4572.0;77.4861684407156
4573.0;95.08427578141315
4574.0;76.85229962763103
4575.0;75.17436965230443
4576.0;75.34486561551437
4577.0;51.49127017287216
4578.0;77.56901885550272
4579.0;51.475150111658905
4580.0;76.19882576624849
4581.0;71.22684478628835
4582.0;69.92961559791311
4583.0;73.151260471796
4584.0;76.48502046872376
4585.0;77.91514139941441
4586.0;76.23651657906096
4587.0;77.79066855975881
4588.0;68.05659034351267
4589.0;69.38683301620348
4590.0;75.52066422634374
4591.0;68.7641511069825
4592.0;75.48004220226784
4593.0;69.70098035389944
4594.0;69.63337013389439
4595.0;70.78792044628699
4596.0;90.94139196247444
4597.0;68.13469091520292
4598.0;76.81006815178445
4599.0;70.94802643042736
4600.0;91.19608086352117
4601.0;49.14330077327878
4602.0;69.63613890699864
4603.0;55.00619692294808
4604.0;71.68241795970648
4605.0;74.52479453513307
4606.0;77.83800264679991
4607.0;69.53426401321498
4608.0;68.51814576305239
4609.0;72.07709157484356
4610.0;73.06570606616229
4611.0;72.089356391771
4612.0;54.1793108681142
4613.0;75.8448706784618
4614.0;55.46406296160292
4615.0;71.18736054401168
4616.0;73.80454011377745
4617.0;73.57433108642311
4618.0;69.13708371802319
4619.0;69.40251308864296
4620.0;76.19668052783048
4621.0;74.52912283724174
4622.0;68.94529290286391
4623.0;72.80572813652454
4624.0;75.72257348269763
4625.0;73.15340109021079
4626.0;73.75892818167257
4627.0;69.45985733378686
4628.0;76.09352330576415
4629.0;70.2462896199046
4630.0;48.54962483569169
4631.0;52.58819179232475
4632.0;76.99559961350603
4633.0;70.08741285468622
4634.0;74.40747653324607
4635.0;95.1053711302653
4636.0;75.97561124403846
4637.0;70.60277205885038
4638.0;92.93107187155846
4639.0;68.2665935497715
4640.0;74.8440334831916
4641.0;68.33068712087157
4642.0;69.84601318530854
4643.0;72.55648996803252
4644.0;73.1989038620241
4645.0;54.52676371489221
4646.0;68.0451496972733
4647.0;74.96823716222636
4648.0;69.51389271106143
4649.0;69.87700174231537
4650.0;69.51124921756669
4651.0;68.71750805049379
4652.0;96.36043593680186
4653.0;68.74523045715577
4654.0;68.30981143048524
4655.0;76.25345800075421
4656.0;51.17568051374353
4657.0;68.34510026755113
4658.0;55.8665924715892
4659.0;90.63239410677336
4660.0;88.11214215113998
4661.0;76.05084424831313
4662.0;75.79566502651723
4663.0;77.2203837893446
4664.0;54.00821932314889
4665.0;69.1257064877422
4666.0;75.71944056703332
4667.0;92.08400673390871
4668.0;94.0128311673196
4669.0;87.90689383841435
4670.0;74.40084484155977
4671.0;76.15960523560993
4672.0;68.66286094521314
4673.0;74.61414969667008
4674.0;77.92631503043114
4675.0;94.66678685288163
4676.0;94.7417857210259
4677.0;96.81901023816631
4678.0;88.97716503350743
4679.0;75.09169044349538
4680.0;74.47039380182355
4681.0;71.513430541
4682.0;89.08845095926657
4683.0;93.84741380350067
4684.0;87.8251429700722
4685.0;74.10418430221652
4686.0;72.78290529053857
4687.0;68.71588657867407
4688.0;71.43704466198315
4689.0;75.89278740314033
4690.0;70.06810368864612
4691.0;73.21929282394699
4692.0;70.13702475873495
4693.0;71.13652858886822
4694.0;76.20786298803601
4695.0;76.00577229698723
4696.0;68.36077385109908
4697.0;76.61863421011311
4698.0;57.975156697995985
4699.0;75.5109514504888
4700.0;69.20691761304569
4701.0;74.25057239992722
4702.0;76.68176037864573
4703.0;75.19039070367695
4704.0;70.47882607146562
4705.0;56.374622170162056
4706.0;72.75810551739454
4707.0;56.9408173155399
4708.0;76.09502761850413
4709.0;69.60035518871945
4710.0;70.33660204119947
4711.0;73.74023643960555
4712.0;71.00789236510711
4713.0;70.93173084748796
4714.0;70.56185134058433
4715.0;71.01165768674295
4716.0;72.09484624050592
4717.0;76.88315592187152
4718.0;73.7938102070259
4719.0;77.44778362683324
4720.0;56.172958137696924
4721.0;76.95707566635454
4722.0;68.01036913174782
4723.0;76.58599537605302
4724.0;73.11853644282739
4725.0;91.35814260834574
4726.0;68.69954379074117
4727.0;77.45261248268783
4728.0;69.7789513393259
4729.0;70.89998496355065
4730.0;74.9802231792478
4731.0;69.27285453073848
4732.0;71.09995912496896
4733.0;49.457041130592685
4734.0;76.90966677339179
4735.0;69.22113915448398
4736.0;57.67527763860396
4737.0;97.31972956295621
4738.0;72.79165055487478
4739.0;74.26524969789867
4740.0;58.15323299903615
4741.0;77.27978150756984
4742.0;76.93674919799845
4743.0;73.80685974945648
4744.0;72.78563609435002
4745.0;77.48400222708885
4746.0;57.22053703245126
4747.0;75.9112117380871
4748.0;75.4471307321968
4749.0;71.10008055498233
4750.0;70.84000838676978
4751.0;50.7189931154563
4752.0;74.11203661407382
4753.0;72.12841298711876
4754.0;74.81264289107835
4755.0;69.93066008821664
4756.0;68.44430050070504
4757.0;77.95490733355152
4758.0;95.17732093845662
4759.0;69.47069540484337
4760.0;72.80433053288786
4761.0;74.18541651662166
4762.0;73.4621868421129
4763.0;73.41271292074485
4764.0;90.09016321263623
4765.0;74.64678879273863
4766.0;73.49478148576613
4767.0;76.83037293475132
4768.0;74.9338862950203
4769.0;71.00795001476705
4770.0;97.1388124767129
4771.0;68.37151648218197
4772.0;69.23057334099711
4773.0;68.38394049621998
4774.0;73.01733205823538
4775.0;69.02020299540254
4776.0;74.99391483630164
4777.0;51.23629345711066
4778.0;70.39563464801101
4779.0;68.80053408010608
4780.0;96.85416139330553
4781.0;72.5319190644748
4782.0;74.37545757673263
4783.0;69.22000804405185
4784.0;70.45756388340995
4785.0;91.61223210508575
4786.0;70.71569836707134
4787.0;75.50762900055733
4788.0;70.07700620528391
4789.0;77.54796840478821
4790.0;76.31082535992913
4791.0;77.77204064461112
4792.0;73.09878164284932
4793.0;74.27936058981267
4794.0;71.15426298204162
4795.0;70.63634136587527
4796.0;54.79615375829067
4797.0;72.74076607871407
4798.0;72.21629875149004
4799.0;70.94304453148804
4800.0;71.4451694218638
4801.0;69.78192557747683
4802.0;94.74691664300096
4803.0;72.31764233987846
4804.0;76.73964680451519
4805.0;77.16462844878451
4806.0;69.82235095482253
4807.0;76.39133694276916
4808.0;71.7592282660392
4809.0;76.76183129320603
4810.0;75.11238207522561
4811.0;68.9282722199403
4812.0;77.37973661663291
4813.0;72.51164981095093
4814.0;73.84825363223936
4815.0;71.7627569553972
4816.0;70.0399817200771
4817.0;75.90907040549006
4818.0;69.22632484794745
4819.0;74.35817077434835
4820.0;71.01735522487458
4821.0;68.35630758139982
4822.0;68.72963744539615
4823.0;68.54773540157157
4824.0;73.52670267385787
4825.0;74.5394339092006
4826.0;74.76331871987966
4827.0;70.67980446200622
4828.0;69.44515872514441
4829.0;77.20010147143331
4830.0;71.2048990070227
4831.0;76.01804734021178
4832.0;49.1249005709122
4833.0;68.09687295762124
4834.0;75.96896418097573
4835.0;49.930195434220295
4836.0;55.54705633585783
4837.0;73.13984242955922
4838.0;70.03028861326212
4839.0;70.25113641743681
4840.0;77.30296051495704
4841.0;77.90632946425033
4842.0;73.51723356126718
4843.0;71.22796925659357
4844.0;56.457240626749865
4845.0;77.18143484847667
4846.0;68.72616403973628
4847.0;73.98063572134292
4848.0;69.34277890252116
4849.0;70.30170949022425
4850.0;96.91495389716408
4851.0;69.19214001211573
4852.0;96.05176955706327
4853.0;73.26963764760016
4854.0;88.6668875844823
4855.0;75.48558569294256
4856.0;72.81538578710607
4857.0;72.28509114384414
4858.0;70.23294440212759
4859.0;75.90088612001948
4860.0;50.83179968793881
4861.0;68.42034258295604
4862.0;68.56673603037466
4863.0;94.86701982313286
4864.0;71.91426885863775
4865.0;76.41419458900276
4866.0;69.91811575932508
4867.0;68.63497175291488
4868.0;73.2112521468843
4869.0;77.95155625249309
4870.0;72.06535726749131
4871.0;71.8420852667076
4872.0;68.86382938303507
4873.0;74.47017727141045
4874.0;74.71949999563888
4875.0;68.18667106608886
4876.0;71.3281881652383
4877.0;68.62056933791851
4878.0;72.52507725540062
4879.0;75.30517216644516
4880.0;72.12576026977409
4881.0;50.54678931319195
4882.0;69.40732939635625
4883.0;73.21646982024548
4884.0;74.16473942991175
4885.0;58.36971276685513
4886.0;72.35363983010411
4887.0;74.49242598035008
4888.0;75.74098482426027
4889.0;73.84033738927307
4890.0;75.4968431577747
4891.0;72.40516368915172
4892.0;58.307817226865055
4893.0;74.94807569842168
4894.0;73.40472554124108
4895.0;73.49779087437159
4896.0;90.07515366953824
4897.0;56.04230885371409
4898.0;96.04746005857454
4899.0;74.43235213544034
4900.0;74.12756784442438
4901.0;71.77192163021148
4902.0;74.90318680221412
4903.0;75.8865840023396
4904.0;75.16382207749125
4905.0;73.46344895135579
4906.0;70.06815737114347
4907.0;71.4480549266758
4908.0;70.55708416082742
4909.0;72.53429922284519
4910.0;69.9473441455334
4911.0;91.88169511903318
4912.0;89.31804529722982
4913.0;53.83988175420802
4914.0;74.60294851752498
4915.0;74.24519395027083
4916.0;72.41926933999683
4917.0;70.57238116720433
4918.0;72.60849235499519
4919.0;57.321190818345826
4920.0;72.42582030613403
4921.0;94.308082430981
4922.0;77.62078400228562
4923.0;58.008125998776706
4924.0;57.548598563213645
4925.0;70.46053619689371
4926.0;50.57515870907805
4927.0;73.07258318668211
4928.0;72.44424670159265
4929.0;77.30689390601542
4930.0;93.58780844072854
4931.0;73.80216269836211
4932.0;69.46140779460508
4933.0;89.30717926884567
4934.0;74.24268920938101
4935.0;50.57327638429325
4936.0;53.895818026141896
4937.0;73.19273736302661
4938.0;55.65953064093446
4939.0;70.49047130934552
4940.0;90.64014458569619
4941.0;70.94723159935563
4942.0;70.14349960733009
4943.0;71.27153300993513
4944.0;73.52944317815917
4945.0;88.90171228553206
4946.0;76.71340355149748
4947.0;72.09893710031803
4948.0;71.69418461230558
4949.0;74.29864710043812
4950.0;72.00734123051443
4951.0;71.86687501964951
4952.0;69.43162715840903
4953.0;68.0141580777795
4954.0;71.06155603061853
4955.0;95.85559437026369
4956.0;72.12987839931063
4957.0;70.92314759698128
